,x,bed
0,0.0,60.0
1,4.6966731898238745,59.491184613842634
2,9.393346379647749,57.98199799518324
3,14.090019569471623,55.52363330216559
4,18.786692759295498,52.19948078682927
5,23.483365949119374,48.12229911222336
6,28.180039138943247,43.43039046289444
7,32.87671232876712,38.28290919292407
8,37.573385518590996,32.85446314698676
9,42.27005870841487,27.329190783155713
10,46.96673189823875,21.894515007526095
11,51.66340508806262,16.73478559699236
12,56.360078277886494,12.025025865720401
13,61.05675146771037,7.924995694801904
14,65.75342465753424,4.573772313215073
15,70.45009784735812,2.0850326555600027
16,75.14677103718199,0.5431973238337022
17,79.84344422700586,0.0005669540163957265
18,84.54011741682974,0.475548124852029
19,89.23679060665361,1.9520289878168526
20,93.9334637964775,4.379925797547976
21,98.63013698630137,7.676881803859182
22,103.32681017612524,11.731060877184099
23,108.02348336594912,16.404941104806404
24,112.72015655577299,21.53997967520138
25,117.41682974559686,26.96199081282713
26,122.11350293542074,32.487054338300965
27,126.81017612524461,37.92775442953898
28,131.50684931506848,43.09953695868189
29,136.20352250489236,47.82696975741719
30,140.90019569471625,51.949693456076744
31,145.5968688845401,55.32786103794368
32,150.29354207436398,57.846881593506524
33,154.99021526418787,59.4213073616508
34,159.68688845401172,59.997732205363555
35,164.3835616438356,59.55660320268183
36,169.0802348336595,58.112883901861935
37,173.77690802348334,55.715546742473855
38,178.47358121330723,52.445911860017745
39,183.1702544031311,48.41488862351438
40,187.866927592955,43.75921347594317
41,192.56360078277885,38.636811693839675
42,197.26027397260273,33.22144039992488
43,201.95694716242662,27.69679454327209
44,206.65362035225047,22.25027577821023
45,211.35029354207435,17.066635607983244
46,216.04696673189824,12.321708424252165
47,220.7436399217221,8.176447024168851
48,225.44031311154598,4.771462926400382
49,230.13698630136986,2.2222566841845115
50,234.8336594911937,0.6152999880897845
51,239.5303326810176,0.005102457573602948
52,244.22700587084148,0.4123626187774434
53,248.92367906066534,1.8232657892886621
54,253.62035225048922,4.18995268633833
55,258.3170254403131,7.432142862764046
56,263.01369863013696,11.439857902124853
57,267.71037181996087,16.077151999396758
58,272.4070450097847,21.186723382124484
59,277.1037181996086,26.595250147894504
60,281.8003913894325,32.11926952104923
61,286.49706457925635,37.571401098222296
62,291.1937377690802,42.76670298382569
63,295.8904109589041,47.52894520885107
64,300.58708414872797,51.69658763218483
65,305.2837573385518,55.12825954789415
66,309.98043052837573,57.70755512458183
67,314.6771037181996,59.34698201059015
68,319.37377690802344,59.99092916431371
69,324.07045009784736,59.61755323777336
70,328.7671232876712,58.23951952538543
71,333.46379647749507,55.90357234418366
72,338.160469667319,52.68894941863782
73,342.85714285714283,48.70469405576202
74,347.5538160469667,44.085956284290454
75,352.2504892367906,38.98940842707295
76,356.94716242661445,33.587930615179005
77,361.6438356164383,28.064746516520565
78,366.3405088062622,22.60720820109595
79,371.0371819960861,17.400440966600847
80,375.73385518591,12.621063698438366
81,380.43052837573384,8.431197775961529
